#####################################################################
# Alchemist log file - simulation started at: 2016-12-20T11:33+0000 #
#####################################################################
# 
#
# The columns have the following meaning: 
# time nodes distance[Mean] 
0.0 200.0 NaN 
1.0011337332612453 200.0 NaN 
2.0011337332612453 200.0 NaN 
3.0011337332612453 200.0 90.42503287597842 
4.001133733261245 200.0 131.51531849440667 
5.001133733261245 200.0 178.34830225826045 
6.001133733261245 200.0 225.51612182985124 
7.001133733261245 200.0 277.92504796442165 
8.001133733261245 200.0 345.3132181387196 
9.001133733261245 200.0 401.3232972499133 
10.001133733261245 200.0 491.0321338489761 
11.001133733261245 200.0 554.0815960209145 
12.001133733261245 200.0 630.6450200120713 
13.001133733261245 200.0 685.0226467346882 
14.001133733261245 200.0 772.5922845865055 
15.001133733261245 200.0 850.5935718006953 
16.001133733261245 200.0 943.9276744330913 
17.001133733261245 200.0 1031.4567202434764 
18.001133733261245 200.0 1129.7255059668967 
19.001133733261245 200.0 1166.939217842151 
20.001133733261245 200.0 1165.4596825263372 
21.001133733261245 200.0 1164.8548285978627 
22.001133733261245 200.0 1164.4838137272718 
23.001133733261245 200.0 1164.3927232246945 
24.001133733261245 200.0 1164.3775149834462 
25.001133733261245 200.0 1164.3724223503923 
26.001133733261245 200.0 1164.3724223503923 
27.001133733261245 200.0 1164.3724223503923 
28.001133733261245 200.0 1164.3724223503923 
29.001133733261245 200.0 1164.3724223503923 
30.001133733261245 200.0 1164.3724223503923 
31.001133733261245 200.0 1164.3724223503923 
32.00113373326124 200.0 1164.3724223503923 
33.00113373326124 200.0 1164.3724223503923 
34.00113373326124 200.0 1164.3724223503923 
35.00113373326124 200.0 1164.3724223503923 
36.00113373326124 200.0 1164.3724223503923 
37.00113373326124 200.0 1164.3724223503923 
38.00113373326124 200.0 1164.3724223503923 
39.00113373326124 200.0 1164.3724223503923 
40.00113373326124 200.0 1164.3724223503923 
41.00113373326124 200.0 1164.3724223503923 
42.00113373326124 200.0 1164.3724223503923 
43.00113373326124 200.0 1164.3724223503923 
44.00113373326124 200.0 1164.3724223503923 
45.00113373326124 200.0 1164.3724223503923 
46.00113373326124 200.0 1164.3724223503923 
47.00113373326124 200.0 1164.3724223503923 
48.00113373326124 200.0 1164.3724223503923 
49.00113373326124 200.0 1164.3724223503923 
50.00113373326124 200.0 1164.3724223503923 
51.00113373326124 200.0 1164.3724223503923 
52.00113373326124 200.0 1164.3724223503923 
53.00113373326124 200.0 1164.3724223503923 
54.00113373326124 200.0 1164.3724223503923 
55.00113373326124 200.0 1164.3724223503923 
56.00113373326124 200.0 1164.3724223503923 
57.00113373326124 200.0 1164.3724223503923 
58.00113373326124 200.0 1164.3724223503923 
59.00113373326124 200.0 1164.3724223503923 
60.00113373326124 200.0 1164.3724223503923 
61.00113373326124 200.0 1164.3724223503923 
62.00113373326124 200.0 1164.3724223503923 
63.00113373326124 200.0 1164.3724223503923 
64.00113373326124 200.0 1164.3724223503923 
65.00113373326124 200.0 1164.3724223503923 
66.00113373326124 200.0 1164.3724223503923 
67.00113373326124 200.0 1164.3724223503923 
68.00113373326124 200.0 1164.3724223503923 
69.00113373326124 200.0 1164.3724223503923 
70.00113373326124 200.0 1164.3724223503923 
71.00113373326124 200.0 1164.3724223503923 
72.00113373326124 200.0 1164.3724223503923 
73.00113373326124 200.0 1164.3724223503923 
74.00113373326124 200.0 1164.3724223503923 
75.00113373326124 200.0 1164.3724223503923 
76.00113373326124 200.0 1164.3724223503923 
77.00113373326124 200.0 1164.3724223503923 
78.00113373326124 200.0 1164.3724223503923 
79.00113373326124 200.0 1164.3724223503923 
80.00113373326124 200.0 1164.3724223503923 
81.00113373326124 200.0 1164.3724223503923 
82.00113373326124 200.0 1164.3724223503923 
83.00113373326124 200.0 1164.3724223503923 
84.00113373326124 200.0 1164.3724223503923 
85.00113373326124 200.0 1164.3724223503923 
86.00113373326124 200.0 1164.3724223503923 
87.00113373326124 200.0 1164.3724223503923 
88.00113373326124 200.0 1164.3724223503923 
89.00113373326124 200.0 1164.3724223503923 
90.00113373326124 200.0 1164.3724223503923 
91.00113373326124 200.0 1164.3724223503923 
